ISBN,Control Number,Title
9780689716119,   91041727,Hattie and the fox / by Mem Fox ; illustrated by Patricia Mullins.
9780689716256,   91038497,Alphabatics / Suse MacDonald.
9780689716881,   92001642,Titch / by Pat Hutchins.
9780689717383,   92041394,The relatives came / story by Cynthia Rylant ; illustrated by Stephen Gammell.
9780689800788,   94032364,Walter the baker / Eric Carle.
9780689800993,   97025417,The bat boy & his violin / by Gavin Curtis ; illustrated by E.B. Lewis.
9780689803819,bt 09740879,The grey lady and the strawberry snatcher / by Molly Bang.
9780689805301,020619140004,Jalapeno Bagels / Natasha Wing.
9780689805387,bt 09792102,Hildilid's night / by Cheli Duran Ryan ; illustrated by Arnold Lobel.
9780689807183,in900153147,Sukey and the mermaid / Robert D. San Souci ; illustrated by Brian Pinkney.
9780689809644,bt 09967290,The day we met you / Phoebe Koehler ; afterword by Lois Ruskai Melina.
9780689810039,  2012392563,Henry and Mudge in puddle trouble : the second book of their adventures / story by Cynthia Rylant ; pictures by Sucie Stevenson.
9780689810053,  2012392564,Henry and Mudge : the first book of their adventures / story by Cynthia Rylant ; pictures by Sucie Stevenson.
9780689810138,  2012392562,Henry and Mudge and the happy cat : the eighth book of their adventures / story by Cynthia Rylant ; pictures by Sucie Stevenson.
9780689810176,012519141554,Henry and Mudge and the Forever Sea / Cynthia Rylant.
9780689810190,012419091518,Henry and Mudge in the sparkle days / Cynthia Rylant.
9780689810992,in900053952,Me llamo Maria Isabel / Alma Flor Ada ; ilustrado por K. Dyble Thompson.
9780689812897,bt 00003301,Dear Peter Rabbit / by Alma Flor Ada ; illustrated by Leslie Tryon.
9780689813283,bt 09967241,A birthday basket for Tia / by Pat Mora ; illustrated by Cecily Lang.
9780689814747,in500005672,"Cinderella, or, The little glass slipper / a free translation from the French of Charles Perrault ; with pictures by Marcia Brown."
9780689818851,   99088258,Goin' someplace special / Patricia C. McKissack ; Jerry Pinkney.
9780689820885,bl 98002912,Walter the baker / Eric Carle.
9780689821912,bt 98017342,Little Red Riding Hood : a newfangled prairie tale / Lisa Campbell Ernst.
9780689822469,bt 98020195,"Pancakes, pancakes! / Eric Carle."
9780689824586,in900155490,The faithful friend / Robert D. San Souci ; illustrated by Brian Pinkney.
9780689826429,  2004014743,Hot air : the (mostly) true story of the first hot-air balloon ride / Marjorie Priceman.
9780689827044,bl 99001887,Kay Thompson's Eloise in Paris / drawings by Hilary Knight.
9780689828843,   00045060,Ellington was not a street / written by Ntozake Shange ; illustrations by Kadir Nelson.
9780689829536,   99024003,Olivia / written and illustrated by Ian Falconer.
9780689831652,in900060851,Running the road to ABC / by Denize Lauture ; illustrated by Reynold Ruffins.
9780689831836,   99043771,The Brooklyn Bridge / Lynn Curlee.
9780689831874,   00028371,Bear snores on / Karma Wilson ; illustrations by Jane Chapman.
9780689832116,   00266017,Kay Thompson's Eloise in Moscow / drawings by Hilary Knight.
9780689832130,   97029718,"Click, clack, moo : cows that type / by Doreen Cronin ; pictures by Betsy Lewin."
9780689832840,bt 90003886,Henry and Mudge and Annie's good move : the eighteenth book of their adventures / story by Cynthia Rylant ; pictures by Sucie Stevenson.
9780689842887,  2002004115,Kay Thompson's Eloise takes a bawth / Drawings by Hilary Knight ; additional plumbing by Mart Crowley.
9780689844898,  2005023134,Skyscraper / Lynn Curlee.
9780689845048,in900103111,The girl who loved wild horses / story and illustrations by Paul Goble.
9780689845062,  2001032201,"Giggle, giggle, quack / by Doreen Cronin ; pictures by Betsy Lewin."
9780689845338,ocm48164602,Tehanu / Ursula K. Le Guin.
9780689847318,  2002005290,Beautiful blackbird / Ashley Bryan.
9780689848889,bt2002007826,Cendrillon : a Caribbean Cinderella / Robert D. San Souci ; illustrated by Brian Pinkney.
9780689849015,bt2002006962,Rooster's off to see the world / Eric Carle.
9780689849220,  2002036512,The first part last / Angela Johnson.
9780689849794,bt2002018736,"Pigs, pigs, pigs! / by Leslea Newman ; illustrated by Erika Oller."
9780689852893,  2002005760,The spider and the fly / [based on the poem by Mary Howitt ; with illustrations by Tony DiTerlizzi].
9780689854439,in901440007,Wind / written by Marion Dane Bauer ; illustrated by John Wallace.
9780689857959,in900162770,Among the brave / Margaret Peterson Haddix.
9780689858277,  2014034956,The year we sailed the sun / by Theresa Nelson.
9780689858390,  2003008024,The legend of Buddy Bush / Shelia P. Moses.
9780689858819,  2003019106,"Chicka chicka 1, 2, 3 / Bill Martin, Jr., Michael Sampson ; [illustrated by] Lois Ehlert."
9780689859366,  2002013524,The field guide / Tony DiTerlizzi and Holly Black.
9780689859373,  2002013523,The seeing stone / Tony DiTerlizzi and Holly Black.
9780689859380,  2003008849,Lucinda's secret / Tony DiTerlizzi and Holly Black.
9780689859397,  2004007426,The Ironwood tree / Tony DiTerlizzi and Holly Black.
9780689859403,bt2004105615,The wrath of Mulgarath / Tony DiTerlizzi and Holly Black.
9780689865602,  2003014679,Lu and the Swamp Ghost / James Carville with Patricia C. McKissack ; illustrated by David Catrow.
9780689865732,  2014027586,"Willa : the story of Willa Cather, an American writer / Amy Ehrlich ; illustrated by Wendell Minor."
9780689870644,bt2005003807,A house for Hermit Crab / Eric Carle.
9780689871481,bt2006004617,"Pancakes, pancakes! / Eric Carle."
9780689871498,bt2005016563,The tiny seed / Eric Carle.
9780689878879,  2014035882,Miracle on 133rd Street / by Sonia Manzano ; Illustrated by Marjorie Priceman.
9780690011371,in900035573,Do you want to be my friend? / by Eric Carle.
9780690013597,in900485789,Bridge to Terabithia / Katherine Paterson ; illustrated by Donna Diamond.
9780690043969,ocm26043366,The mixed-up chameleon / by Eric Carle.
9780690043976,ocm26043366,The mixed-up chameleon / by Eric Carle.
9780690185614,in900013139,Chanticleer and the fox / adapted from Geoffrey Chaucer's Canterbury Tales ; and illustrated by Barbara Cooney.
9780690242768,in900035573,Do you want to be my friend? / by Eric Carle.
9780694010325,bt 98000617,Wake up and goodnight / by Charlotte Zolotow ; pictures by Pamela Paparone.
9780698113602,bt2003013652,The legend of the Indian paintbrush / retold and illustrated by Tomie dePaola.
9780698113718,bt 09757550,Tony's bread : an Italian folktale / by Tomie dePaola.
9780698113824,bt 09746652,Lon Po Po : a Red-Riding Hood story from China / translated and illustrated by Ed Young.
9780698114074,in900114578,Hansel and Gretel / retold by Rika Lesser ; illustrated by Paul O. Zelinsky.
9780698114135,   96010474,Que monton de tamales! / Gary Soto ; ilustrado por Ed Martinez ; traducido por Alma Flor Ada y F. Isabel Campoy.
9780698114333,bt 00008262,Anno's journey / Mitsumasa Anno.
9780698114487,bt 00001667,Tom / written and illustrated by Tomie dePaola.
9780698116016,in900030300,Chato y su cena / Gary Soto ; ilustrado por Susan Guevara ; traducido por Alma Flor Ada y F. Isabel Campoy.
9780698116405,bt 98010842,Hey diddle diddle & other Mother Goose rhymes / Tomie DePaola.
9780698116900,022619085415,The Pistachio Prescription / Paula Danziger.
9780698116962,bt 98009316,The bee tree / Patricia Polacco.
9780698117570,bt 99004575,My Mexico = Mexico mio / poems by Tony Johnston ; illustrated by F. John Sierra.
9780698117860,bt 99005967,All in one piece / Jill Murphy.
9780698118362,otf00000003,Nana Upstairs & Nana Downstairs
9780698118553,in500006127,"Eric Carle's animals, animals."
9780718033422,  2017296756,Los tres cerditos / [Nick y Claire Page] ; ilustrado por Katie Saunders.
9780735231733,  2018001395,The Basque dragon / by Adam Gidwitz & Jesse Casey ; illustrated by Hatem Aly.
9780735811423,bt 99020129,"Snail started it! / Katja Reider, Angela von Roehl ; translated by Rosemary Lanning."
9780735812017,bt 99021090,"No, no, Titus! / Claire Masurel ; illustrated by Shari Halpern."
9780735813526,bt 90017081,Milo and the mysterious island / written and illustrated by Marcus Pfister ; translated by Marianne Martens.
9780735816152,bt2002008132,Just the way you are / Marcus Pfister ; translated by Marianne Martens.
9780735842694,in901618446,Frida Kahlo and her animalitos / by Monica Brown ; illustrated by John Parra.
9780736207010,030519103907,"De canciones a Cuentos, Fonetica para leer y escribir, Guia del Maestro / Lada Josefa Kratky."
9780736215688,012919140356,Chivito y su familia / Lada Kratky.
9780736215701,021519130358,Chivito en la escuela / Lada Kratky.
9780736215725,021519130302,Diario de Invierno / Lada Kratky.
9780736215749,021519130623,Las ocurrencias de Chivito / Lada Kratky.
9780736215763,021519130528,La visita del Tio Chivo / Lada Kratky.
9780736215787,021519130444,Chivito enamorado / Lada Kratky.
9780736274272,030819090600,National Geographic Reach Level C / Hampton-brown / National Geographic.
9780736274296,030819090850,National Geographic Reach Level E / Hampton-brown / National Geographic.
9780736274302,030819091004,National Geographic Reach Level F / Hampton-brown / National Geographic.
9780736274319,otf00000044,National Geographic Reach Teacher's Edition Volume 1 Sampler A
9780736420952,bt2010012555,Disney's The lion king / adapted by Justine Korman ; illustrated by Don Williams and H.R. Russell.
9780736421522,  2009417986,Walt Disney's Pinocchio / story adapted by Steffi Fletcher ; illustrated by Al Dempster ; digital scanning and restoration services provided by Tim Lewis of Disney Publishing Worldwide and Ron Stark of S/R Labs ; based on the story by Carlo Collodi.
9780736421775,  2003100639,Disney's The little mermaid / adapted by Michael Teitelbaum ; illustrated by Sue DiCicco.
9780736421867,  2006543360,Walt Disney's Snow White and the seven dwarfs / cover illustration by Don Williams.
9780736421973,  2003105378,Disney's Beauty and the beast / adapted by Teddy Slater ; illustrated by Ric Gonzalez and Ron Dias.
9780736421980,  2003103341,Walt Disney's Sleeping Beauty / adapted by Michael Teitelbaum ; illustrated by Ron Dias.
9780736423120,bt2006029258,Walt Disney's The three little pigs / illustrations by the Walt Disney Studio ; adapted by Milt Banta and Al Dempster from the Walt Disney motion picture The three little pigs.
9780736423625,bt2013123030,Walt Disney's Cinderella / illustrated by Ron Dias and Bill Lorencz.
9780736426701,  2009925406,Walt Disney's Alice in Wonderland / pictures by the Walt Disney Studio ; adapted by Al Dempster from the motion picture ; based on the story by Lewis Carroll.
9780736438490,in901735464,"Tangled the series. 2, The write story / by Jimmy Gownley ; illustrated by Veronica Di Lorenzo, Rosa La Barbera, Federico Mancuso, and Caroline Lavelle Egan ; colors by Anastasia Belousova and Chinstova Yana Konstantinovna ; lettering by Chris Dickey."
9780736439169,bl2017041169,"Belle's story collection : step 1 and 2 books, a collection of six early readers."
9780736439206,on1041852386,Ghost hunt! / adapted by Melissa Lagonegro ; based on an original story by Victoria Saxon ; illustrated by the Disney Storybook Art Team.
9780736439633,  2018288282,Z-O-M-B-I-E-S : the junior novelization / adapted by Judy Katschke.
9780736482615,on1041852386,Ghost hunt! / adapted by Melissa Lagonegro ; based on an original story by Victoria Saxon ; illustrated by the Disney Storybook Art Team.
9780736490245,in901735464,"Tangled the series. 2, The write story / by Jimmy Gownley ; illustrated by Veronica Di Lorenzo, Rosa La Barbera, Federico Mancuso, and Caroline Lavelle Egan ; colors by Anastasia Belousova and Chinstova Yana Konstantinovna ; lettering by Chris Dickey."
9780736809962,  2001000263,George Washington Carver / by Martha E.H. Rustad.
9780736868877,012919161054,Thomas Jefferson Great American / Matt Doeden.
9780736884204,012919160345,Eleanor Roosevelt A Photo-Illustrated Biography / Lucile Davis.
9780739825136,in900128769,A pair of socks / by Stuart J. Murphy ; illustrated by Lois Ehlert.
9780756401030,ocm52427784,The curse of Arkady / Emily Drake.
9780756549220,  2014003740,"Making money work : the teens' guide to saving, investing, and building wealth / by Kara McGuire."
9780756549312,  2014003740,"Making money work : the teens' guide to saving, investing, and building wealth / by Kara McGuire."
9780756610814,  2005277503,"North American Indian / written by David Murdoch ; chief consultant, Stanley A. Freed ; photographed by Lynton Gardiner."
9780756610821,  2005277503,"North American Indian / written by David Murdoch ; chief consultant, Stanley A. Freed ; photographed by Lynton Gardiner."
9780756613853,  2005283788,"Chemistry / written by Ann Newmark ; [special photography, Clive Streeter]."
9780756660352,in900484353,Plant / written by David Burnie ; [special photography by Andrew McRobb ... [et al.].
9780756698256,ocn808487673,Explorer / written by Rupert Matthews.
9780756900922,022619093101,"Mary on Horseback, Three Mountain Stories / Rosemary Wells."
9780756901028,ocm45631893,Bunny money / Rosemary Wells.
9780756901790,   00055305,Junie B. Jones is Captain Field Day / by Barbara Park ; illustrated by Denise Brunkus.
9780756905972,   00064109,Ray Charles / Sharon Bell Mathis ; illustrated by George Ford.
9780756906177,022619085534,Welcome to Tomie's Childhood Home! 26 Fairmount Avenue / Tomie Depaola.
9780756907082,   00045975,Junie B. Jones is a graduation girl / by Barbara Park ; illustrated by Denise Brunkus.
9780756908218,in900101137,Young Cam Jansen and the pizza shop mystery / by David A. Adler ; illustrated by Susanna Natti.
9780756913908,ocm47005272,Shipwreck / Gordon Korman.
9780756918538,022619083655,The Secret Garden / Frances Hodgson Burnett.
9780756921200,in900044107,The cat in the hat / by Dr. Seuss.
9780756921248,   68028462,The foot book / by Dr. Seuss.
9780756921279,in900000394,Green eggs and ham / by Dr. Seuss.
9780756921286,   63009810,Hop on Pop / by Dr. Seuss.
9780756921293,   87011466,I am not going to get up today! / by Dr. Seuss ; illustrated by James Stevenson.
9780756921309,ocm04004766,I can read with my eyes shut! / by Dr. Seuss.
9780756921347,   73002297,The shape of me and other stuff / by Dr. Seuss.
9780756921354,   74005516,There's a wocket in my pocket! / by Dr. Seuss.
9780756921361,   00020436,The tooth book / by Dr. Seuss writing as Theo. LeSieg ; illustrated by Joe Mathieu.
9780756925437,ocm53991892,The rescue / by Kathryn Lasky.
9780756925994,in900153390,Things not seen / Andrew Clements.
9780756930882,020619143103,Froggy goes to the Doctor / Jonathan London.
9780756930912,  2004302969,"It's Halloween, you 'fraidy mouse! / text by Geronimo Stilton ; English translation by Joan L. Giurdanella."
9780756931834,ocm56136952,A bad case of stripes / David Shannon.
9780756932152,  2003001208,"Junie B., first grader : one-man band / Barbara Park ; illustrated by Denise Brunkus."
9780756940874,022619083927,The Birthday Room / Kevin Henkes.
9780756941390,   96007471,In my family : paintings and stories = En mi familia : cuadros y relatos / by Carmen Lomas Garza ; as told to Harriet Rohmer ; edited by David Schecter ; Spanish translation by Francisco X. Alarcon.
9780756949150,  2002029782,Olive's ocean / Kevin Henkes.
9780756951085,022619102117,Chasing Vermeer / Blue Balliett.
9780756951863,  2005041341,"Family pictures : paintings and stories = Cuadros de familia : cuadros y relatos / Carmen Lomas Garza ; [introduction = introduccion, Sandra Cisneros ; Spanish translation, Rosalma Zubizarreta]."
9780756952099,012519150454,Buster Plays Along / Marc Brown.
9780756952129,012519150806,Buster hits the trail / Marc Brown.
9780756954642,in900162770,Among the brave / Margaret Peterson Haddix.
9780756954871,   89028888,Black and white / David Macaulay.
9780756954932,020619142817,Froggy's Baby Sister / Jonathan London.
9780756957711,022619084413,Two Under Par / Kevin Henkes.
9780756959029,ocm56903075,Homework hassles / by Abby Klein ; illustrated by John McKinley.
9780756963835,in900180771,The chocolate touch / Patrick Skene Catling ; pictures by Margot Apple.
9780756964757,  2004304141,My pants are haunted : by Jamie Kelly / [by Jim Benton].
9780756969455,022619100300,Call me Maria / Judith Ortiz Cofer.
9780756969875,020619142911,"Let's Go, Froggy! / Jonathan London."
9780756973162,in900440375,Crisantemo / Kevin Henkes ; traducido por Teresa Mlawer.
9780756975517,ocn176926888,Read to your bunny / Rosemary Wells.
9780756979140,in900132065,Superfudge / Judy Blume.
9780756979157,ocm54347637,Otherwise known as Sheila the Great / Judy Blume.
9780756981389,012919080055,More Mother Goose Favorites / Tomie DePaola.
9780756981754,020619143010,Froggy's Sleepover / Jonathan London.
9780756987770,ocn179927366,George's marvelous medicine / Roald Dahl ; illustrated by Quentin Blake.
9780756989224,021219093758,Get Up and Go / Nancy Carlson.
9780757319105,  2004269742,"A child called ""It"" : one child's courage to survive / Dave Pelzer."
9780760728284,012919161606,History Maker Bios Benjamin Franklin / Victoria Sherrow.
9780760805640,020719150535,What We Like / Peter Sloan.
9780760839225,   00504507,Kids Corner kid-to-kid books / written by Brian Moses ; illustrated by Mike Gordon.
9780760840085,   00504507,Kids Corner kid-to-kid books / written by Brian Moses ; illustrated by Mike Gordon.
9780761315353,  2002017764,My friend Rabbit / Eric Rohmann.
9780761316480,in900184079,No one saw : ordinary things through the eyes of an artist / by Bob Raczka.
9780761317913,  2003009040,The man who walked between the towers / Mordicai Gerstein.
9780761323648,bt2002019953,Apple cider making days / Ann Purmell ; pictures by Joanne Friar.
9780761324201,  2002017764,My friend Rabbit / Eric Rohmann.
9780761328681,  2003009040,The man who walked between the towers / Mordicai Gerstein.
9780761339045,  2008014339,"A clases otra vez, Mallory / por Laurie Friedman ; ilustraciones de Tamara Schmitz ; [traduccion de Josefina Anaya]"
9780761350675,  2010053467,Fall harvests : bringing in food / Martha E.H. Rustad ; illustrated by Amanda Enright.
9780761351085,  2010042642,The case of the vanishing golden frogs : a scientific mystery / Sandra Markle.
9780761360087,  2011021626,Raining cats and detectives / Colleen AF Venable ; illustrated by Stephanie Yue.
9780761366171,  2011021235,Hoop genius : how a desperate teacher and a rowdy gym class invented basketball / John Coy ; illustrations by Joe Morse.
9780761385080,  2010053467,Fall harvests : bringing in food / Martha E.H. Rustad ; illustrated by Amanda Enright.
9780761385417,  2011021626,Raining cats and detectives / Colleen AF Venable ; illustrated by Stephanie Yue.
9780761389538,  2011051222,Henry's show and tell / by Nancy Carlson.
9780761393375,  2011051010,El ciclo del agua / por Robin Nelson.
9780761393429,  2013018086,Handle with care : an unusual butterfly journey / Loree Griffin Burns ; photographs by Ellen Harasimowicz.
9780761393481,  2011051010,El ciclo del agua / por Robin Nelson.
9780761457954,  2009048363,Sonia Sotomayor : Supreme Court Justice / by Carmen T. Bernier-Grand ; illustrated by Thomas Gonzalez.
9780761458012,  2009048288,Sonia Sotomayor : Jueza de la corte Suprema / por Carmen T. Bernier-Grand ; ilustrado por Thomas Gonzalez.
9780761458821,  2010021297,Hatch! / Roxie Munro.
9780761459613,ocn701807722,Los tres cabritos / de Eric A. Kimmel ; illustraciones de Stephen Gilpin ; traduccion de Marta Ramirez Rodenas.
9780762435838,  2008933259,You can be anything! / based on the comics by Charles M. Schulz ; [text adapted by Megan E. Bryant ; art adapted by Tom Brannon].
9780763519506,ing98031017,The dinosaur chase / [story by Hugh Price ; illustrations by Ben Spiby].
9780763519742,ing98040596,Chicken Little / retold by Jenny Giles ; illustrated by Margaret Power.
9780763560027,020719153559,The Toytown Fire Engine / Jenny Giles.
9780763566777,020519151001,Shoe / Angela Shelf Medearis.
9780763573874,020619141728,The Kite That Got Away / Pamela Gates.
9780763573881,020619141531,The Little Blue Horse / Susan D. Price.
9780763573898,021219092505,Clucky / Elizabeth Russell-arnot.
9780763573973,020619142044,The Big Bad Wolf / Dawn Mcmillan.
9780763574048,020619141629,Jordan at the Big Game / Jenny Giles.
9780763606626,  2004048508,A kick in the head / edited by Paul B. Janeczko ; illustrated by Chris Raschka.
9780763606831,   99014256,Here comes Mother Goose / edited by Iona Opie ; illustrated by Rosemary Wells.
9780763614959,ocn872624986,Stella's Starliner / Rosemary Wells.
9780763616052,bt2001014409,Because of Winn-Dixie / Kate DiCamillo.
9780763616281,ocn232649116,Humpty Dumpty and other rhymes / [compiled by] Iona Opie ; [illustrations by] Rosemary Wells.
9780763616922,  2007025998,Twelve rounds to glory : the story of Muhammad Ali / Charles R. Smith Jr. ; illustrated by Bryan Collier.
9780763618780,  2002023748,Full moon barnyard dance / Carole Lexa Schaefer ; illustrated by Christine Davenier.
9780763619619,bt2003014433,The dot / Peter H. Reynolds.
9780763621247,  2005050190,Jack and the beanstalk / E. Nesbit ; illustrated by Matt Tavares.
9780763622015,bt2003014410,Some dogs do / Jez Alborough.
9780763623449,bt2004105336,Ish / Peter H. Reynolds.
9780763624996,  2006051839,Those shoes / Maribeth Boelts ; illustrated by Noah Z. Jones.
9780763632236,  2007023171,The gingerbread pirates / Kristin Kladstrup ; illustrated by Matt Tavares.
9780763633226,  2007060857,On the farm / David Elliott ; illustrated by Holly Meade.
9780763633837,  2008025456,Franklin and Winston : a Christmas that changed the world / Doug Wood.
9780763634506,  2009047404,"Judy Moody, girl detective / Megan McDonald ; illustrated by Peter H. Reynolds."
9780763637224,  2009051358,On the Blue Comet / Rosemary Wells ; illustrated by Bagram Ibatoulline.
9780763637231,  2008021418,Lincoln and his boys / Rosemary Wells ; illustrated by P.J. Lynch.
9780763639990,bl2009003626,T. Rex / Vivian French ; illustrated by Alison Bartlett.
9780763641016,  2010007513,A bedtime for Bear / Bonny Becker ; illustrated by Kady MacDonald Denton.
9780763642846,bl2009016205,Those shoes / Maribeth Boelts ; illustrated by Noah Z. Jones.
9780763643492,  2009047404,"Judy Moody, girl detective / Megan McDonald ; illustrated by Peter H. Reynolds."
9780763644321,bl2009003434,Because of Winn-Dixie / Kate DiCamillo.
9780763645618,ocn810317998,Look up! : bird-watching in your own backyard / Annette LeBlanc Cate.
9780763648428,in900960476,Firefly July : a year of very short poems / selected by Paul B. Janeczko ; illustrated by Melissa Sweet.
9780763648510,bl2010002515,Judy Moody declares independence / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648527,bl2010002515,Judy Moody declares independence / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648541,in900450191,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648589,in900447447,Judy Moody predicts the future / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648602,ocn505921943,Judy Moody saves the world! / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648626,ocn505926030,"Judy Moody, M.D. : the doctor is in! / Megan McDonald ; illustrated by Peter H. Reynolds."
9780763648633,in900443241,Judy Moody : around the world in 8 1/2 days / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763648640,in900443241,Judy Moody : around the world in 8 1/2 days / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763649890,  2010040460,Love waves / Rosemary Wells.
9780763650070,in900586842,Because of Winn-Dixie / Kate DiCamillo.
9780763650698,  2011048349,Following Grandfather / Rosemary Wells ; illustrated by Christopher Denise.
9780763651046,in901668579,Best buds under frogs / Leslie Patricelli.
9780763651855,in900586842,Because of Winn-Dixie / Kate DiCamillo.
9780763653040,021119113055,Previously / Allan Ahlberg.
9780763653521,ocn823772731,Ivy takes care / Rosemary Wells ; illustrations by Jim LaMarche.
9780763656461,  2012942357,Becoming Babe Ruth / Matt Tavares.
9780763657109,ocn779214067,Judy Moody and the not bummer summer / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763657116,ocn779214067,Judy Moody and the not bummer summer / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763657512,bl2012005226,Tia Isa quiere un carro / Meg Medina ; ilustrado por Claudio Munoz.
9780763658205,012919160750,Henry Aaron's Dream / Matt Tavares.
9780763659165,  2011048369,The elephant's friend and other tales from ancient India / retold and illustrated by Marcia Williams.
9780763660406,ocn825046567,Flora & Ulysses : the illuminated adventures / Kate DiCammillo ; illustrated by K. G. Campbell.
9780763660925,bl2012025781,Vision of beauty : the story of Sarah Breedlove Walker / Kathryn Lasky ; illustrated by Nneka Bennett.
9780763661298,bl2012005226,Tia Isa quiere un carro / Meg Medina ; ilustrado por Claudio Munoz.
9780763663070,ocn825046595,How to train a train / Jason Carter Eaton ; illustrated by John Rocco.
9780763664282,bl2012025781,Vision of beauty : the story of Sarah Breedlove Walker / Kathryn Lasky ; illustrated by Nneka Bennett.
9780763665203,ocn853244514,Judy Moody & Stink : the big bad blackout / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763666385,012519150110,Houndsley and Catina / James Howe.
9780763666392,012519150154,Houndsley and Catina and the birthday surprise / James Howe.
9780763666408,012419151619,Houndsley and Catina: Plink and Plunk / James Howe.
9780763666989,ocn869527040,"Judy Moody, mood martian / Megan McDonald ; illustrated by Peter H. Reynolds."
9780763667603,ocn857663593,"Flight of the honey bee / Raymond Huber, Brian Lovelock."
9780763667634,ocn869527041,The history of money : from bartering to banking / Martin Jenkins ; illustrated by Satoshi Kitamura.
9780763668631,bl2013041382,Houndsley and Catina and the quiet time / James Howe ; illustrated by Marie-Louise Gay.
9780763670566,ocn871201383,"Arriba, abajo y alrededor / Katherine Ayres ; ilustrado por Nadine Bernard Westcott."
9780763672065,ocn900179720,The wishbone wish / Megan McDonald ; illustrated by Peter H. Reynolds.
9780763673123,ocn957558976,Fiona's little lie / Rosemary Wells.
9780763674717,on1013542170,Martin Luther King : the peaceful warrior / Ed Clayton ; illustrated by Donald Bermudez.
9780763679781,ocn921245608,Electrical wizard : how Nikola Tesla lit up the world / Elizabeth Rusch ; illustrated by Oliver Dominguez.
9780763679798,ocn921245608,Electrical wizard : how Nikola Tesla lit up the world / Elizabeth Rusch ; illustrated by Oliver Dominguez.
9780763680152,022619094630,Judy Moody Mood Martian No. 12 / Megan Mcdonald.
9780763680466,on1003192774,Schomburg : the man who built a library / Carole Boston Weatherford ; illustrated by Eric Velasquez.
9780763681173,ocn936360002,Raymie nightingale / Kate DiCamillo.
9780763681234,  2015940263,An artist's alphabet / Norman Messenger.
9780763681500,on1042241579,The frightful ride of Michael McMichael / Bonny Becker ; illustrated by Mark Fearing.
9780763684532,bl2015032859,"Mango, Abuela y yo / Meg Medina ; ilustrado por Angela Dominguez ; traducido por Teresa Mlawer."
9780763685195,in9016338254,The nutcracker mice / Kristin Kladstrup ; illustrated by Brett Helquist.
9780763687717,ocn913844714,Nuestro huerto : de la semilla a la cosecha en el huerto del colegio / George Ancona ; traducido por Esther Sarfatti.
9780763689353,in901658319,Bug Blonsky and his very long list of don'ts / E.S. Redmond.
9780763690779,  2016943940,A child of books / Oliver Jeffers ; Sam Winston.
9780763691219,ocn973520748,The wonderling / Mira Bartok.
9780763695941,in9016349960,How does my home work? / Chris Butterworth ; illustrated by Lucia Gaggiotti.
9780763696047,in901683249,Rescue & Jessica : life-changing friendship / Jessica Kensky and Patrick Downes ; illustrated by Scott Magoon.
9780763697594,022619094534,Judy Moody and the Bucket List No. 13 / Megan Mcdonald.
9780763699536,in901752707,Fergus and Zeke / Kate Messner ; illustrated by Heather Ross.
9780764138515,   99068580,Leonardo and the flying boy : a story about Leonardo da Vinci / by Laurence Anholt.
9780764138522,   95042314,Degas and the little dancer : a story about Edgar Degas / by Laurence Anholt.
9780764138553,ocm52963889,The magical garden of Claude Monet / Laurence Anholt.
9780764152252,   99068580,Leonardo and the flying boy : a story about Leonardo da Vinci / by Laurence Anholt.
9780764155741,ocm52963889,The magical garden of Claude Monet / Laurence Anholt.
9780764162824,ocn301890399,Cezanne and the apple boy / Laurence Anholt.
9780764165818,  2012937790,Ella Bella ballerina and The Nutcracker / James Mayhew
9780764341557,  2012937586,Otter Lee Brave / Rena Cherry Brown ; illustrated by Mikaila Maidment.
9780764343872,  2012953316,I hate picture books! / written and illustrated by Timothy Young.
9780764353284,  2017935601,Bicycling rules of the road : the adventures of Devin Van Dyke / by Kelly Pulley.
9780764354274,bl2017043156,Mr. Owliver's magic at the museum / written and illustrated by Caroline Bracken.
9780765238979,021519130811,Hagamos reir a Lili! / Enrique Rodriguez.
9780766092419,  2017015424,Famous immigrant entrepreneurs / Barbara Krasner.
9780766092426,  2017015084,Famous immigrant politicians / by Susan Nichols.
9780766092433,  2017018587,Famous immigrant athletes / by John A. Torres.
9780766092457,  2017015083,Famous immigrant artists / Adam Furgang.
9780766095878,  2017015424,Famous immigrant entrepreneurs / Barbara Krasner.
9780766095885,  2017015084,Famous immigrant politicians / by Susan Nichols.
9780766095892,  2017018587,Famous immigrant athletes / by John A. Torres.
9780766095915,  2017015083,Famous immigrant artists / Adam Furgang.
9780769638164,bl2006028723,Jack and the beanstalk = Juan y los frijoles magicos / retold by Carol Ottolenghi ; illustrated by Guy Porfirio.
9780771056284,bt2003013507,The Screech Owls' northern adventure / Roy MacGregor.
9780778710714,  2005001570,Dragon Boy / Pippa Goodhart ; Martin Ursell.
